IOBR,Gene
Pyrimidine_Metabolism,CAD/DHODH/UMPS/CMPK1/CMPK2/NME6/NME7/NME2/NME4/NME1/NME3/NME1-NME2/AK9/PNPT1/ENTPD3/ENTPD8/ENTPD1/CANT1/ENTPD4/ENTPD5/ENTPD6/CTPS1/CTPS2/POLR1A/POLR1B/ZNRD1/TWISTNB/POLR1E/POLR2A/POLR2B/POLR2C/POLR2D/POLR2E/POLR2F/POLR2G/POLR2H/POLR2I/POLR2L/POLR2J/POLR2J3/POLR2J2/POLR2K/POLR3A/POLR3B/POLR3C/POLR3D/POLR3E/RPC5/POLR1C/POLR3K/POLR1D/POLR3H/POLR3GL/POLR3G/POLR3F/POLA1/POLA2/PRIM1/PRIM2/POLD1/POLD2/POLD3/POLD4/POLE/POLE2/POLE3/POLE4/UCK1/UCK2/UCKL1/NT5C2/NT5C1A/NT5C1B/NT5C/NT5M/NT5C3A/NT5C3B/NT5C1B-RDH14/NT5E/UPP2/UPP1/UPRT/DPYD/DPYS/UPB1/ENPP1/ENPP3/TXNRD1/TXNRD2/TXNRD3/RRM1/RRM2B/RRM2/DCTPP1/DUT/TYMS/CDA/TYMP/PNP/DCK/DCTD/TK2/TK1/DTYMK/NUDT2
Alanine__Aspartate_and_Glutamate_Metabolism,GOT1/GOT2/IL4I1/DDO/ASNS/NIT2/GPT2/GPT/AGXT/AGXT2/ASS1/ASL/ADSSL1/ADSS/ADSL/NAT8L/RIMKLB/RIMKLA/FOLH1/ASPA/GAD1/GAD2/ABAT/ALDH5A1/GLUD2/GLUD1/ALDH4A1/GLUL/CAD/GLS2/GLS/CPS1/GFPT2/GFPT1/PPAT
Glycine__Serine_and_Threonine_Metabolism,SHMT1/SHMT2/AGXT/GRHPR/GLYCTK/PGAM1/PGAM2/PGAM4/BPGM/PHGDH/PSAT1/PSPH/GCAT/ALAS1/ALAS2/MAOB/MAOA/AOC3/AOC2/GLDC/AMT/DLD/GCSH/DAO/AGXT2/GATM/GAMT/CHDH/ALDH7A1/BHMT/DMGDH/PIPOX/SARDH/GNMT/CBS/CBSL/CTH/SDS/SDSL/SRR
Cysteine_and_Methionine_Metabolism,CTH/CBS/CBSL/BHMT/BHMT2/MTR/MAT2B/MAT1A/MAT2A/AMD1/SRM/SMS/MTAP/MRI1/APIP/ENOPH1/ADI1/TAT/IL4I1/DNMT1/DNMT3A/DNMT3B/AHCYL2/AHCYL1/AHCY/BCAT2/BCAT1/AGXT2/GCLC/GCLM/GSS/CDO1/GOT1/GOT2/MPST/TST/LDHAL6A/LDHAL6B/LDHA/LDHB/LDHC/MDH1/MDH2/SDS/SDSL
Valine__Leucine_and_Isoleucine_Degradation,BCAT2/BCAT1/IL4I1/BCKDHA/BCKDHB/DBT/DLD/ACADS/ACADM/IVD/ACADSB/ACAD8/HADHA/EHHADH/ECHS1/HADH/HSD17B10/ACAA1/ACAA2/HADHB/PCCA/PCCB/MCEE/MUT/HIBCH/HIBADH/ALDH6A1/ALDH2/ALDH3A2/ALDH1B1/ALDH7A1/ALDH9A1/AOX1/ACSF3/ABAT/AGXT2/MCCC1/MCCC2/AUH/HMGCL/HMGCLL1/OXCT1/OXCT2/AACS/ACAT2/ACAT1/HMGCS1/HMGCS2
Valine__Leucine_and_Isoleucine_Biosynthesis,SDS/SDSL/BCAT2/BCAT1
Lysine_Degradation,AASS/ALDH7A1/AADAT/OGDHL/OGDH/DLST/GCDH/HADHA/EHHADH/ECHS1/HADH/ACAT2/ACAT1/HYKK/PHYKPL/PIPOX/ASH1L/DOT1L/EHMT2/EHMT1/KMT2A/KMT2D/KMT2C/KMT2B/KMT2E/NSD1/WHSC1/WHSC1L1/SETD1B/SETD1A/SETD2/SETD3/SETD7/KMT5A/SETDB1/SETDB2/SETMAR/SUV39H1/SUV39H2/KMT5C/KMT5B/EZH1/EZH2/PRDM2/PRDM6/PRDM9/PRDM7/CAMKMT/TMLHE/ALDH2/ALDH3A2/ALDH1B1/ALDH9A1/BBOX1/PLOD1/PLOD2/PLOD3/COLGALT1/COLGALT2
Arginine_Biosynthesis,OTC/ASS1/ASL/ARG2/ARG1/NOS1/NOS2/NOS3/GLS2/GLS/GLUL/GLUD2/GLUD1/CPS1/GOT1/GOT2/GPT2/GPT/NAGS/ACY1/ABHD14A-ACY1
Arginine_and_Proline_Metabolism,GAMT/GATM/CKM/CKMT1A/CKMT2/CKB/CKMT1B/AZIN2/AGMAT/ODC1/SRM/SMS/AMD1/AOC1/SMOX/ALDH2/ALDH3A2/ALDH1B1/ALDH7A1/ALDH9A1/CNDP1/CNDP2/CARNS1/SAT2/SAT1/MAOB/MAOA/NOS1/NOS2/NOS3/ARG2/ARG1/OAT/PYCRL/PYCR2/PYCR1/PRODH/ALDH4A1/ALDH18A1/LAP3/P4HA2/P4HA3/P4HA1/PRODH2/GOT1/GOT2/HOGA1/DAO/L3HYPDH
Histidine_Metabolism,HAL/UROC1/AMDHD1/FTCD/HDC/DDC/AOC1/ALDH2/ALDH3A2/ALDH1B1/ALDH7A1/ALDH9A1/ASPA/HNMT/MAOB/MAOA/ALDH3B1/ALDH3B2/ALDH1A3/ALDH3A1/CARNS1/CARNMT1/CNDP2/CNDP1
Tyrosine_Metabolism,GOT1/GOT2/TAT/IL4I1/HPD/HGD/GSTZ1/FAH/TYR/TH/DCT/TYRP1/DDC/DBH/PNMT/COMT/MAOB/MAOA/AOC3/AOC2/ALDH3B1/ALDH3B2/ALDH1A3/ALDH3A1/ADH1A/ADH1B/ADH1C/ADH7/ADH4/ADH5/ADH6/TPO/AOX1/FAHD1/MIF
Phenylalanine_Metabolism,PAH/DDC/AOC3/AOC2/MAOB/MAOA/ALDH3B1/ALDH3B2/ALDH1A3/ALDH3A1/GLYAT/GOT1/GOT2/TAT/IL4I1/HPD/MIF
Tryptophan_Metabolism,IDO1/TDO2/IDO2/AFMID/KMO/KYNU/HAAO/ACMSD/OGDHL/OGDH/GCDH/HADHA/EHHADH/ECHS1/HADH/ACAT2/ACAT1/KYAT3/KYAT1/AADAT/TPH2/TPH1/DDC/MAOB/MAOA/ALDH2/ALDH3A2/ALDH1B1/ALDH7A1/ALDH9A1/AOX1/ASMT/AANAT/CYP1A1/CYP1A2/CYP1B1/INMT/IL4I1/AOC1/CAT
Phenylalanine__Tyrosine_and_Tryptophan_Biosynthesis,GOT1/GOT2/TAT/IL4I1/PAH
Beta_Alanine_Metabolism,GADL1/GAD1/GAD2/CNDP1/CARNS1/CNDP2/ABAT/SRM/SMS/SMOX/AOC3/AOC2/ALDH2/ALDH3A2/ALDH1B1/ALDH7A1/ALDH9A1/ALDH3B1/ALDH3B2/ALDH1A3/ALDH3A1/DPYD/DPYS/UPB1/HIBCH/HADHA/EHHADH/ECHS1/ACADM/MLYCD/ALDH6A1
Taurine_and_Hypotaurine_Metabolism,CDO1/GAD1/GAD2/CSAD/GADL1/ADO/GGT7/GGT6/GGT1/GGT5/BAAT
Selenocompound_Metabolism,MTR/CTH/SCLY/KYAT3/KYAT1/TXNRD1/TXNRD2/TXNRD3/INMT/PAPSS2/PAPSS1/SEPHS2/SEPHS1/PSTK/SEPSECS/MARS/MARS2
D_Glutamine_and_D_Glutamate_Metabolism,GLS2/GLUD2/GLUD1
Glutathione_Metabolism,GGT7/GGT6/GGT1/GGT5/GGCT/OPLAH/GCLC/GCLM/GSS/LAP3/ANPEP/GSTA5/GSTA2/GSTA4/GSTO2/GSTM4/GSTT2/GSTT1/GSTM3/MGST1/MGST3/GSTP1/GSTM1/GSTM5/MGST2/GSTA1/GSTM2/GSTA3/GSTO1/GSTT2B/GSTK1/HPGDS/NAT8/NAT8B/GSR/IDH1/IDH2/PGD/G6PD/TXNDC12/GPX6/GPX7/GPX2/GPX3/GPX1/GPX5/GPX8/GPX4/ODC1/SRM/SMS/RRM1/RRM2B/RRM2
N_Glycan_Biosynthesis,DOLK/DPAGT1/ALG5/ALG13/ALG14/DPM1/DPM2/DPM3/ALG1/ALG2/ALG11/ALG3/ALG9/ALG12/ALG6/ALG8/ALG10/ALG10B/STT3A/STT3B/RPN1/RPN2/DAD1/TUSC3/DDOST/DOLPP1/MOGS/GANAB/MAN1B1/MAN1A2/MAN1C1/MAN1A1/MGAT1/MAN2A1/MAN2A2/MGAT2/FUT8/B4GALT1/B4GALT2/B4GALT3/ST6GAL1/ST6GAL2/MGAT3/MGAT4A/MGAT4B/MGAT4D/MGAT5/MGAT5B/MGAT4C
Mucin_Type_O_Glycan_Biosynthesis,GALNT5/GALNTL6/WBSCR17/GALNT11/GALNT12/GALNT13/GALNT14/GALNT16/GALNT15/GALNT18/GALNTL5/GALNT10/GALNT2/GALNT3/GALNT1/GALNT6/GALNT4/GALNT9/GALNT7/GALNT8/POC1B-GALNT4/C1GALT1/C1GALT1C1/GCNT1/GCNT3/GCNT4/ST3GAL1/ST3GAL2/ST6GALNAC1/B3GNT6/B4GALT5
Other_Types_of_O_Glycan_Biosynthesis,POMT1/POMT2/POMGNT1/B4GALT1/B4GALT2/B4GALT3/ST3GAL3/FUT9/FUT4/FUT7/MGAT5B/B3GALT4/B3GAT1/B3GAT2/CHST10/OGT/EOGT/POFUT1/POFUT2/MFNG/LFNG/RFNG/ST6GAL1/ST6GAL2/B3GLCT/POGLUT1/GXYLT1/GXYLT2/COLGALT1/COLGALT2/PLOD3
Glycosaminoglycan_Biosynthesis,XYLT2/XYLT1/B4GALT7/B3GALT6/B3GAT3/CSGALNACT1/CSGALNACT2/CHSY3/CHSY1/CHPF/CHPF2/DSE/CHST11/CHST12/CHST13/CHST3/CHST7/CHST15/UST/CHST14/EXTL2/EXTL3/EXTL1/EXT1/EXT2/NDST1/NDST2/NDST3/NDST4/GLCE/HS2ST1/HS6ST1/HS6ST2/HS6ST3/HS3ST1/HS3ST2/HS3ST3B1/HS3ST3A1/HS3ST5/B4GALT1/FUT8/B4GALT2/B4GALT3/B3GNT2/B4GAT1/CHST6/B4GALT4/B3GNT7/CHST1/ST3GAL3/CHST2/CHST4/ST3GAL1/ST3GAL2
Glycosaminoglycan_Degradation,HYAL2/HYAL1/SPAM1/HYAL4/HYAL3/GUSB/IDS/IDUA/ARSB/HPSE/HPSE2/SGSH/HGSNAT/NAGLU/GALNS/GLB1/GNS/HEXA/HEXB
Glycosphosphatidylinositol,PIGA/PIGH/PIGC/PIGQ/PIGP/PIGY/DPM2/PIGL/PIGW/GPLD1/PIGM/PIGX/PIGV/PIGN/PIGB/PIGF/PIGO/GPAA1/PIGK/PIGS/PIGT/PIGU/PGAP1/PIGZ/PIGG
Glycosphingolipid_Biosynthesis,B3GALT1/B3GNT5/B3GALT2/B3GALT5/FUT1/FUT2/FUT3/ST3GAL3/ST3GAL4/ABO/B4GALT1/B4GALT2/B4GALT3/B4GALT4/FUT9/FUT4/FUT5/FUT6/FUT7/ST3GAL6/ST8SIA1/B3GNT2/B4GAT1/B3GNT3/B3GNT4/GCNT2/A3GALT2/B3GALNT1/GBGT1/A4GALT/GLA/HEXA/HEXB/NAGA/ST3GAL1/ST3GAL2/B4GALNT1/B3GALT4/ST8SIA5/ST3GAL5/SLC33A1/ST6GALNAC3/ST6GALNAC4/ST6GALNAC5/ST6GALNAC6/GLB1
Other_Glycan_Degradation,NEU1/NEU3/NEU4/NEU2/GLB1/HEXA/HEXB/HEXDC/MAN2C1/MAN2B1/MAN2B2/MANBA/ENGASE/FUCA1/FUCA2/AGA/GBA/GBA2
Thiamine_Metabolism,NFS1/NTPCR/TPK1/THTPA
Riboflavin_Metabolism,RFK/FLAD1/BLVRB/TYR
Vitamin_B6_Metabolism,PNPO/PDXK/PDXP/PHOSPHO2/AOX1/PSAT1
Pantothenate_and_CoA_Biosynthesis,PANK4/PANK1/PANK3/PANK2/PPCS/PPCDC/ENPP1/ENPP3/COASY/AASDHPPT/VNN1/VNN2/BCAT2/BCAT1/DPYD/DPYS/UPB1/GADL1
Biotin_Metabolism,OXSM/HLCS/BTD
Lipoic_Acid_Metabolism,LIAS/LIPT2/LIPT1
Porphyrin_and_Chlorophyll_Metabolism,ALAS2/ALAS1/EARS2/EPRS/ALAD/HMBS/UROS/UROD/CPOX/PPOX/FECH/COX10/COX15/MMAB/HMOX1/HMOX2/BLVRA/BLVRB/UGT2A1/UGT2A3/UGT2B17/UGT2B11/UGT2B28/UGT1A6/UGT1A4/UGT1A1/UGT1A3/UGT2B10/UGT1A9/UGT2B7/UGT1A10/UGT1A8/UGT1A5/UGT2B15/UGT1A7/UGT2B4/UGT2A2/GUSB/HCCS/CP/HEPH/FXN
Ubiquinone_and_other_Terpenoid_Quinone_Biosynthesis,TAT/COQ2/COQ3/COQ6/COQ5/COQ7/NQO1/GGCX/VKORC1/VKORC1L1/HPD
Terpenoid_Backbone_Biosynthesis,ACAT2/ACAT1/HMGCS1/HMGCS2/HMGCR/MVK/PMVK/MVD/IDI1/IDI2/FDPS/GGPS1/PDSS1/PDSS2/DHDDS/NUS1/FNTA/FNTB/RCE1/ZMPSTE24/ICMT/PCYOX1
Caffiene_Metabolism,CYP1A2/NAT2/NAT1/CYP2A6/XDH
Neomycin__Kanamysin_and_Gentamicin_Biosynthesis,HK3/HK1/HK2/HKDC1/GCK
Metabolism_of_Xenobiotics_by_Cytochrome_P450,CYP1A1/CYP2C9/CYP3A4/CYP1B1/GSTA5/GSTA2/GSTA4/GSTO2/GSTM4/GSTT2/GSTT1/GSTM3/MGST1/MGST3/GSTP1/GSTM1/GSTM5/MGST2/GSTA1/GSTM2/GSTA3/GSTO1/GSTT2B/GSTK1/HPGDS/EPHX1/CYP2B6/SULT2A1/CYP1A2/CYP2A6/CYP2E1/CYP2F1/CYP2S1/AKR1C1/DHDH/CYP2A13/CYP2D6/HSD11B1/CBR1/CBR3/UGT2A1/UGT2A3/UGT2B17/UGT2B11/UGT2B28/UGT1A6/UGT1A4/UGT1A1/UGT1A3/UGT2B10/UGT1A9/UGT2B7/UGT1A10/UGT1A8/UGT1A5/UGT2B15/UGT1A7/UGT2B4/UGT2A2/CYP3A5/AKR7A2/AKR7A3/ALDH3B1/ALDH3B2/ALDH1A3/ALDH3A1/ADH1A/ADH1B/ADH1C/ADH7/ADH4/ADH5/ADH6
Drug_Metabolism_by_Cytochrome_P450,CYP2C9/CYP2D6/CYP3A4/FMO1/FMO2/FMO5/FMO3/FMO4/CYP2C19/CYP2B6/CYP3A5/GSTA5/GSTA2/GSTA4/GSTO2/GSTM4/GSTT2/GSTT1/GSTM3/MGST1/MGST3/GSTP1/GSTM1/GSTM5/MGST2/GSTA1/GSTM2/GSTA3/GSTO1/GSTT2B/GSTK1/HPGDS/ADH1A/ADH1B/ADH1C/ADH7/ADH4/ADH5/ADH6/ALDH3B1/ALDH3B2/ALDH1A3/ALDH3A1/MAOB/MAOA/AOX1/UGT2A1/UGT2A3/UGT2B17/UGT2B11/UGT2B28/UGT1A6/UGT1A4/UGT1A1/UGT1A3/UGT2B10/UGT1A9/UGT2B7/UGT1A10/UGT1A8/UGT1A5/UGT2B15/UGT1A7/UGT2B4/UGT2A2/CYP1A2/CYP2E1/CYP2C8/CYP2A6
Drug_Metabolism_by_other_enzymes,HPRT1/IMPDH1/IMPDH2/GMPS/TPMT/XDH/ITPA/CES1/CES2/UGT2A1/UGT2A3/UGT2B17/UGT2B11/UGT2B28/UGT1A6/UGT1A4/UGT1A1/UGT1A3/UGT2B10/UGT1A9/UGT2B7/UGT1A10/UGT1A8/UGT1A5/UGT2B15/UGT1A7/UGT2B4/UGT2A2/GUSB/CYP3A4/CDA/TYMP/DPYD/DPYS/UPB1/CYP2A6/UPP2/UPP1/UCK1/UCK2/UCKL1/TK2/TK1/UMPS/NAT2/NAT1
Nature_metabolism_Hypoxia,ACOT7/SLC2A1/ALDOA/CDKN3/ENO1/LDHA/MIF/MRPS17/NDRG1/P4HA1/PGAM1/TPI1/TUBB6/VEGFA/ADM
Winter_hypoxia_signature,VEGF/GLUT1/PDK-1/EN01/HK2/CA9/AK3/CCNG2/PFKB3
Hu_hypoxia_signature,FABP5/UCHL1/GAL/PLODDDIT4/VEGF/ADM/ANGPTL4/NDRG1/NP/SLC16A3/C14ORF58/RRAGD
Molecular_Cancer_m6A,METTL3/METTL14/RBM15/RBM15B/WTAP/KIAA1429/CBLL1/ZC3H13/ALKBH5/FTO/YTHDC1/YTHDC2/YTHDF1/YTHDF2/YTHDF3/IGF2BP1/HNRNPA2B1/HNRNPC/FMR1/LRPPRC/ELAVL1
MT_exosome,YWHAG/YWHAQ/CLTC/NCKAP1/CFL1/ACTB/CCT4/RDX/GNA13/CTNNB1
SR_exosome,HSP70/HSP90/CD9/CD63/CD81/CD82
Positive_regulation_of_exosomal_secretion,ATP13A2/CHMP2A/HGS/MYO5B/PDCD6IP/RAB7/SDC1/SDC4/SDCBP/SMPD3/SNF8/STAM/TSG101/VPS4A
Negative_regulation_of_exosomal_secretion,VPS4B/PRKN/RAB7
Exosomal_secretion,STEAP3/TSG101/RAB11A/RAB27A/COPS5
Exosome_assembly,CD34/PDCD6IP/SDC1/SDC4/SDCBP/STAM/TSG101
Extracellular_vesicle_biogenesis,ARRDC1/ARRDC4/ATP13A2/CD34/CHMP2A/COPS5/HGS/MYO5B/PDCD6IP/PRKN/RAB7/RAB11A/RAB27A/SDC1/SDC4/SDCBP/SMPD3/SNF8/STAM/STEAP3/TSG101/VPS4B
MC_Review_Exosome1,TSG101/CD9/CD81/CD63/FLOT1/ITGB1/ITGA1/HSP70/AIP1/ALIX/PDCD6IP
MC_Review_Exosome2,RAB27A/RAB27B/PIKFYVE/HRS/SYT7/CTTN/STAT3/PKM2/UNC13D/miR-155/EGFR/RAS/EIF3C/LKB1/STK11
CMLS_Review_Exosome,HRS/STAM1/TSG101/CHMP4C/ALIX/VAT1/VPS4/CD9/CD82/CD63/LMP1/TSPAN8/VAMP7/YKT6/PKM2/SNAP-23/RALA/RALB/RAB2B/RAB5A/RAB9A/RAB7/RAB11/RAB27A/RAB27B/RAB35/DGKA/PLD2/ARF6/ATG12/ATG7/PIKFYVE/BST2/ATP6V0A4
Ferroptosis,ACSL4/AKR1C1-3/ALOXs/ATP5G3/CARS/CBS/CD44v/CHAC1/CISD1/CS/DPP4/FANCD2/GCLC/GCLM/GLS2/GPX4/GSS/HMGCR/HSPB1/5/KOD/LPCAT3/MT1G/NCOA4/NFE2L2/PTGS2/RPL8/SAT1/SLC7A11/SQS/TFRC/TP53/TTC35/EMC2/MESH1
EV_Cell_2020,HSP90AB1/HSP90AA1/CD9/ALIX/FLOT1/FLOT2/TSG101/HSPA8/CD81/CD63/HBB/JCHAIN/A2M/B2M/FN1/RAP1B/LGALS3BP/GSN/MSN/FLNA/ACTB/STOM/PRDX2
ecm.myCAF,ASPN/COL3A1/THY1/SFRP2/COL10A1/COL6A3/LRRC17/CILP/GRP/ITGBL1/COL8A1/COL14A1/ADAM12/OLFML2B/ELN/PLPP4/CREB3L1/FBN1/LOXL1/MATN3/LRRC15/COMP/ISLR/P3H1/COL11A1/11-Sep/NBL1/SPON1/SULF1/FNDC1/CNN1/MIAT/MMP23B/CPXM1/FIBIN/P4HA3/GXYLT2/CILP2/P3H4/CCDC80
detox.iCAF,ADH1B/C7/CXCL12/TNXB/RSPO3/DCN/C16orf89/GDF10/PAMR1/FXYD1/ZBTB16/SLIT3/HSPB6/IL6/FBLN5/OGN/PLA2G2A/CHRDL1/CYGB/FGF7/PI16/PLAC9/WISP2/PTX3/CCL2/CXCL3
IL.iCAF,ITM2A/CXCL12/FIGF/FXYD1/PLPP3/TNFRSF10D/CTB-92J24.3/LAMC3/C7/ZBTB16/CAPN6/SCARA5/DLK1/MEG3/TAC1/THUMPD3-AS1/GMFG/CYGB/CCL8/VCAM1/FMO2/FBLN5/COLEC12/PDGFD/GADD45G/SNAI1/LSP1/CCL2/IL6/PTGS2/NR2F1/F10/CEBPA/KDM6B/PID1
TGFb.myCAF,CST1/LAMP5/LOXL1/EDNRA/TGFB1/TGFB3/TNN/CST2/HES4/COL10A1/ELN/THBS4/NKD2/OLFM2/COL6A3/LRRC17/COL3A1/THY1/HTRA3/TMEM204/11-Sep/COMP/TNFAIP6/ID4/GGT5/INAFM1/CILP/OLFML2B
wound.myCAF,SFRP4/CCDC80/OGN/DCN/PTGER3/SFRP2/PDGFRL/SMOC2/MMP23B/CPXM2/COL14A1/ITGBL1/WISP2/CILP2/COL8A1/GAS1/COL3A1/OMD/COL11A1/CILP/NEXN/ASPN/RARRES2/FIBIN/TMEM119/KERA/ID4/GRP/COMP/DPT/ELN/FBLN2/IGF1/IGF2
IFNG.iCAF,CCL19/VCAM1/RBP5/CYP1B1/C7/TNFRSF4/CXCL13/CXCL9/CCL2/IL34/ABI3BP/CYP7B1/F10/COLEC12/CXCL10/EMILIN1/GGT5/EGFLAM/PLXDC1/CXCL11/CCL8/CXCL3
CAF.S1,LAMA2/SFRP4/PDGFRA/LRRC15/GREM1/SFRP2/KIAA1462/DCN/CPXM2/PTGFR/WNT2/ADAMTSL1/FBLN5/DPP4/P4HA3/CCDC80/PRICKLE1/GALNT12/ABI3BP/GALNTL2/RSPO3/LOC100288077/PODN/CHRDL1/CILP/PRDM6/CCL11/CAPN6/PDGFRL/PTGS2/SEMA3D/DPT/NOX4/ZFHX4/EPYC/DCHS1/DNM3/COL6A6/CPZ/FLRT2/NEGR1/BMPER/LOC255480/CXCL12/HTRA3/DIO2/TNNT3/COL6A3/KCNK2/KERA/COL11A1/STMN2/SYNDIG1/ISLR/COL10A1/ADH1B/OMD/GAS1/PTX3/FLNC/SPON1/CST1/CNTN3/COMP/CD177/MFAP4/LSP1/F13A1/PLA2G2A/GDF10/UST/FHAD1/OGN/LIPG/SORCS2/FGF7/ABCA9/WISP2/BEND6/ADH1C/GRIA3/FAT4/FNDC1/SCARA5/IGFL2/KIAA1199/PI16/LOC728640/C3orf55/AOX1/CLCN4/HS3ST3A1/TMEM176B/CST2/FBN1/GXYLT2/FGL2/GABRB2/COL3A1/SLC1A7
Normal.Fibroblast,ACACB/ACSM5/ADAMTS5/ADRB1/AGTR1/AKR1C4/ANKRD20A4/ANKRD31/AQP7/ARHGAP6/ASPA/ATOH8/ATP1A2/ATP8B4/BMP5/C1QTNF7/C4orf32/CA3/CAB39L/CADM3/CCDC69/CD14/CD34/CD36/CDH6/CDHR3/CDHR4/CHRDL1/CIDEC/CLEC3B/COL21A1/COX4I2/CTSG/CYP21A2/CYP3A5/CYP4B1/CYP4F12/CYP4X1/DACT2/DGAT2/DGKB/DNASE1L3/DPY19L2/EBF2/EBF3/ECM2/ESAM/F10/FAM162B/FAM180B/FBLN5/FHL5/FNDC5/FRMPD1/FZD4/G0S2/GDF10/GHR/GPD1/HBA1/HBA2/HBB/HBD/HIGD1B/HRCT1/IL33/KANK3/KCNA2/KCNAB1/KLF2/KRT222/LIFR/LMO3/LRAT/LRP1B/MLXIPL/NEGR1/NOVA1/NPR1/NPY1R/NTN1/NTN4/PCOLCE2/PGM5/PID1/PLIN1/PLIN4/PPARG/PPP1R1A/PRG2/PXDNL/REEP1/RET/S1PR1/SCARA5/SCARF1/SCN4A/SCN4B/SDPR/SEC14L5/SEMA6C/SERINC4/SGCA/SH2D1A/SLC16A12/SLC19A3/SLC1A2/SLC2A4/SLC7A4/SLC8A1/SMOC1/SPAG17/SPRR2F/STEAP4/TCF7L1/TEF/TNMD/TNNT3/TNXB/TPSAB1/TPSB2/TRHDE/VIPR1/VIT/VSIG10L/VWF/WDR17/WNT11/ZDHHC11/ZNF304/ZNF839
