Signatures,Genes
CD8_c8_Teff_KLRG1,LGR6/FGFBP2/PLEK/CX3CR1/S1PR5/SPON2/ADGRG1/FCRL6/RIPOR2/PAXX/KLRG1/FCGR3A/FGR/SELENOW/ATP5MC2/KLRF1/SLC9A3R1/ATP5F1B/ATP5PB/TBX21/PXN/TRIR/ATP5F1D/TTC38/TRGV10/HIST1H1E/PLAC8/PTGDR/TPST2/FYB1/MATK/RASSF1/ATP5MF/SYNE1/ATP5IF1/ELOB/ATP5F1A/CDC25B/ATP5MD/ATP5MC3/TGFBR3/ITGB2/REX1BD/C1orf21/SASH3/MYO1G/SELENOH/APMAP/SAMD3/PSMB10
CD8_c9_Tsen,KLRC4/PLCG2/IGKC/EEF1A1P5/KLRK1/KLRC4-KLRK1/TMSB4XP8/HSPA1B/HLA-H/C1orf56/NPIPB4/KIAA1551/C6orf62/HSPA1A/H3F3AP4/NKTR/PIP4K2A/NLRC5/NPIPB5/PVRIG/SLAMF7/SMG1P1/NPIPB3/DDX17
Mast,TPSB2/TPSAB1/DEFA3/CPA3/CTSG/HPGD/MS4A2/HPGDS/GATA2/LTC4S/CLU/IL1RL1/VWA5A/HDC/SLC18A2/RHEX/KIT/ADCYAP1/RGS13/RAB27B/CMA1/MAOB/MS4A3/PTGS1/CD9/CAPG/LCN2/ANXA1/GRAP2/LMO4/ANKRD28/LMNA/LAPTM4A/CSF1/ARHGAP18/ACSL4/AREG/CAVIN2/FOSB/RAB32/CD69/TSC22D1/NFKBIA/RRAD/RGS10/MPP1/CD24/RETN/TUBA1A/NCOA4
Mo_01_CD14,VCAN/S100A9/LYZ/S100A8/FCN1/S100A12/CTSS/CSTA/CYP1B1/CYBB/S100A4/S100A6/MNDA/TSPO/TKT/PLBD1/AIF1/CLEC12A/MPEG1/RETN/CD14/MARCH1/CD36/AP1S2/LTA4H/POU2F2/STXBP2/FGL2/MS4A6A/TYROBP/KCTD12/NAIP/APLP2/NUP214/NCF2/HRH2/TALDO1/ARPC1B/PYCARD/IL17RA/DUSP6/PGD/MEGF9/SERPINB1/SAMHD1/TNFSF13B/C1orf162/CFD/ASGR1/RBP7
Mo_02_CD16,AIF1/LST1/FCN1/FCGR3A/CDKN1C/CTSS/MS4A7/CFD/COTL1/POU2F2/LILRB2/SPI1/FCER1G/S100A4/STXBP2/CLEC12A/PSAP/CYBB/LILRA5/LYPD2/LRRC25/SERPINA1/TCF7L2/TKT/FGL2/HCK/DUSP6/C1orf162/TYROBP/CFP/FGR/NAAA/PTPN6/PLAC8/LILRB1/SLC7A7/PYCARD/PILRA/TYMP/CSF1R/S100A6/LYN/TNFRSF1B/GPBAR1/CST3/MTSS1/CD300E/VSIR/MPEG1/MAFB
Mono_like_01_CD14,EREG/LYZ/THBS1/FCN1/VCAN/IL1B/S100A9/MAFB/CXCL2/SERPINB2/CTSS/NLRP3/C5AR1/PLAUR/CD300E/CSTA/ATP2B1/APOBEC3A/CYBB/TIMP1/SLC11A1/PPIF/THBD/CD14/OLR1/HBEGF/CD44/AIF1/ITGAX/MPEG1/ATP13A3/KYNU/SLC43A2/LGALS2/GPCPD1/AP1S2/TKT/APLP2/CFD/CD93/PSAP/ACSL1/VEGFA/TYMP/AREG/SERPINB9/DUSP6/PLIN2/CXCL3/CCL20
Mono_like_02_CD16,MS4A7/IL1B/FCN1/LST1/FCGR3A/EREG/LILRB2/AIF1/MAFB/APOBEC3A/CTSS/COTL1/CFD/HMOX1/STXBP2/WARS/CDKN1C/LILRA5/RNF144B/C5AR1/FCER1G/IFI30/NLRP3/SAT1/PSAP/TCF7L2/SERPINA1/CFP/LRRC25/LYPD2/HES4/PILRA/SLC7A7/POU2F2/NR4A1/TKT/SPI1/TIMP1/MTSS1/CD55/ZEB2/FGL2/CD300E/FGR/TYROBP/CTSC/ZFAND5/MT2A/BAG3/ZFAND2A
Mono_like_03_CD14CD16,HLA-DRA/LYZ/HLA-DPB1/HLA-DPA1/HLA-DRB1/FCN1/CST3/HLA-DQA1/HLA-DQB1/HLA-DRB5/CD74/CLEC10A/IL1B/HLA-DMA/MS4A7/AIF1/SDS/MAFB/MS4A6A/C1QA/NPC2/FGL2/LGALS2/CPVL/IFI30/PSAP/CTSH/HLA-DMB/CD68/EREG/CD14/CTSS/HBEGF/CSF1R/CYBB/C1orf162/ADA2/C1QC/C1QB/GPR183/TYROBP/GRN/KLF4/TYMP/HLA-DQA2/IER3/CEBPD/SGK1/PLIN2/AREG
MonoDC,FCER1A/LYZ/HLA-DQA2/CLEC10A/CST3/SAMHD1/HLA-DQB1/HLA-DPB1/HLA-DRA/HLA-DPA1/HLA-DRB5/VCAN/CD74/CPVL/CD1C/HLA-DQA1/FCN1/CSTA/HLA-DMB/C1orf162/ENHO/JAML/CFP/HLA-DMA/LGALS2/COTL1/CCDC88A/POU2F2/HLA-DRB1/S100A4/LY86/AP1S2/MARCH1/ARPC1B/SPI1/GSTP1/RPS10/CIITA/SLC25A6/CLEC12A/FGL2/RPL36A/EIF3L/KCNK6/CD33/TSPO/S100A9/CTSH/S100A10/MS4A6A
Mph_01_MARCO,MARCO/CD5L/C1QB/C1QA/C1QC/SLC40A1/CD163/LIPA/MS4A7/SELENOP/FTL/HMOX1/FOLR2/FCGRT/CTSB/MS4A6A/CD68/CFD/CST3/VSIG4/VCAM1/CETP/LGMN/CCL3/BLVRB/CFP/FCGR3A/CREG1/SDC3/MS4A4A/PLD3/CPVL/LYVE1/PDK4/LILRB5/CTSL/MRC1/AXL/APOE/MAFB/ADAP2/CXCL12/NPC2/MSR1/FUCA1/AIF1/CTSS/FCER1G/MPEG1/MT2A
Mph_02_CCL20,SPP1/CXCL3/CCL20/EREG/PLIN2/CTSL/CCL7/OLR1/CSTB/CXCL2/RETN/IL1RN/SLC11A1/VCAN/TIMP1/FBP1/SERPINB2/LYZ/CD68/SDS/MARCO/C15orf48/S100A10/PLAUR/GPNMB/CTSB/FTL/SLC16A10/CXCL5/UPP1/VEGFA/MAFB/MMP19/FCER1G/CTSD/ABL2/IL1B/LGALS3/INHBA/CD44/HMOX1/IER3/TYMP/CCL2/CCL3/IFI6/AREG/ISG15/NUPR1/CXCL10
Mph_03_SPP1,SPP1/GPNMB/CTSB/MMP12/CTSD/FTL/APOC1/FABP5/CTSL/CSTB/NUPR1/RNASE1/CXCL3/APOE/CD68/PLIN2/LGALS3/HMOX1/LGMN/PSAP/CTSZ/MSR1/LIPA/PLD3/NPC2/TGFBI/SDS/ACP5/SCD/LGALS1/CXCL2/ABCA1/GLUL/ABL2/CAPG/CCL18/CCL3/TREM2/HK2/GRN/PLTP/APLP2/BLVRB/SLC16A10/CREG1/PLA2G7/MMP9/CCL20/CCL2/MT1G
Mph_04_TREM2,SPP1/APOE/APOC1/C1QC/C1QB/CTSB/CTSD/C1QA/GPNMB/PSAP/TREM2/CD14/CTSZ/CAPG/NUPR1/MSR1/GRN/CD68/HLA-DRA/CD74/CTSL/MAFB/NPC2/HLA-DRB1/FTL/LYZ/FCGR3A/TYMP/HLA-DQA1/SDS/OLR1/SGK1/HLA-DPA1/TGFBI/PLD3/FCGR2A/LGALS3/LGMN/RGS1/TMEM176B/HLA-DMB/IL4I1/CD9/MS4A6A/HLA-DMA/HMOX1/RNASE1/HLA-DRB5/CXCL9/CXCL10
Mph_05_IL1B,SELENOP/LGMN/CCL3/C1QA/C1QB/CXCL3/GPNMB/CTSB/RNASE1/C1QC/SLC40A1/MS4A7/FOLR2/IL1B/DAB2/CXCL2/CTSD/PLD3/PSAP/LIPA/CD68/APOC1/CTSZ/MS4A4A/CCL3L1/FTL/CD83/CCL4/GPR183/MSR1/CD74/FABP5/ATF3/CD163/FCGR2A/APOE/NPC2/HLA-DRA/BLVRB/CCL4L2/NR4A2/CTSL/SDS/HLA-DRB1/CD14/GRN/IER3/HLA-DPA1/CCL18/PLA2G7
Mph_06_CXCL9,CXCL10/C1QB/C1QA/CXCL9/C1QC/APOE/LGMN/CTSZ/HLA-DRB1/HLA-DQA1/CTSB/HLA-DRA/CCL3/PSAP/HLA-DPA1/CD68/CD74/CTSC/TMEM176B/HLA-DQB1/MS4A7/APOC1/SLC40A1/FOLR2/HLA-DPB1/GBP1/CD14/LYZ/NPC2/FTL/GRN/LIPA/PRDX1/HLA-DMA/PLD3/GPNMB/HLA-DRB5/MS4A6A/TYMP/MMP9/MS4A4A/HLA-DMB/IER3/CD5L/IL1B/IL4I1/CTSD/CST3/SELENOP/RNASE1
Mph_07_SLC40A1,SELENOP/C1QA/C1QB/SLC40A1/C1QC/RNASE1/LGMN/FOLR2/APOE/MS4A7/GPNMB/MS4A4A/LIPA/DAB2/PSAP/PLD3/CTSB/CTSD/CD68/CD14/CD74/MS4A6A/CD163/HLA-DRA/APOC1/HLA-DPA1/NPC2/CCL3/FCGRT/HLA-DRB1/BLVRB/GRN/FTL/MRC1/CTSZ/HLA-DMA/MSR1/HLA-DPB1/MAFB/HLA-DRB5/GPR34/SLCO2B1/CST3/CPVL/CSF1R/ADAP2/HLA-DQA1/HLA-DMB/STAB1/CREG1
Mph_08_APOE,APOC1/FTL/APOE/C1QB/C1QA/C1QC/CD68/CTSB/NPC2/SPP1/AIF1/HLA-DRA/GPNMB/TYROBP/CTSD/CD74/FCER1G/MS4A6A/HLA-DPA1/PSAP/LYZ/MSR1/TREM2/LGALS3/MS4A7/CTSZ/LGMN/CSTB/CD14/PRDX1/MS4A4A/CTSL/FOLR2/HLA-DMA/GRN/FABP5/CAPG/RNASE1/SELENOP/LIPA/CREG1/DAB2/HMOX1/BLVRB/TMEM176B/PLD3/SLC40A1/NUPR1/CXCL10/MT1G
Mph_09_STMN1,SPP1/C1QB/C1QC/C1QA/CTSB/RNASE1/TUBA1B/CTSD/TUBB/APOE/PSAP/NPC2/CD14/APOC1/CD68/STMN1/TGFBI/CTSZ/LGMN/DAB2/TREM2/FTL/CAPG/FOLR2/GRN/TOP2A/MS4A6A/MS4A4A/GPNMB/FABP5/H2AFZ/STAB1/MKI67/MSR1/PLD3/TYMS/CYBB/VSIG4/PCLAF/TUBA1C/BLVRB/CD163/UBE2C/CDK1/HMGN2/CD74/CCL3/LGALS1/SELENOP/MT1G
Neu_01_MMP8,LTF/CAMP/LCN2/PGLYRP1/MMP8/CRISP3/PADI4/S100P/CEACAM8/CD177/BPI/CLC/ARG1/S100A12/CYP4F3/RETN/CD24/ANXA3/OLFM4/S100A8/CDA/MMP9/S100A9/CKAP4/VNN1/CYBB/FCN1/MCEMP1/MNDA/LYZ/HP/RGL4/GCA/TSPO/PYGL/PLBD1/RFLNB/ORM1/NCF1/BASP1/OLR1/ITGAM/C3AR1/TFF3/SAA1/UGCG/CPNE3/CLEC12A/LTA4H/HBB
Neu_02_S100A12,S100A8/S100A12/S100A9/GCA/IL1R2/MNDA/CMTM2/VNN2/CDA/MME/FCGR3B/CSF3R/MEGF9/LRRK2/IFITM2/ACSL1/S100A6/RIPOR2/RGS18/NCF1/FPR1/SELL/MMP9/EVI2B/MGAM/NAMPT/ANP32A/CYP4F3/CLEC4E/PYGL/PROK2/S100A11/CXCR2/LILRB3/SLC25A37/CR1/QPCT/SORL1/LST1/IL17RA/TALDO1/TMEM154/H3F3A/STEAP4/ALOX5AP/S100P/RNF149/LBR/ENTPD1/FKBP5
Neu_03_ISG15,IL1R2/MNDA/CSF3R/FCGR3B/S100A8/IFITM1/IFIT2/IFIT3/GCA/RIPOR2/LRRK2/CXCR2/CLEC4E/IFITM2/CMTM2/MX2/FPR1/MEGF9/NAMPT/VNN2/RGS18/SELL/S100A12/IFIT1/TMEM154/TXNIP/SMAP2/LILRB3/SLC25A37/EVI2B/S100A9/SMCHD1/SORL1/MME/NCF1/ACSL1/LST1/RNF149/TREM1/H3F3A/RSAD2/CTSS/FPR2/TLR2/HERC5/FKBP5/TNFSF13B/MX1/YPEL3/ANP32A
Neu_04_TXNIP,IL1R2/CSF3R/FCGR3B/MNDA/CXCR2/RIPOR2/GCA/FPR1/NAMPT/TMEM154/LRRK2/RGS18/IFITM2/MEGF9/SORL1/CMTM2/SLC25A37/CLEC4E/S100A8/TXNIP/VNN2/EVI2B/SMAP2/LILRB3/RNF149/LST1/TREM1/MME/S100A9/H3F3A/FPR2/ITM2B/SELL/MXD1/KCNJ2/CTSS/SMCHD1/YPEL3/ACSL1/TLR2/NCF2/CSF2RB/CLEC7A/IRS2/ANP32A/P2RY13/CPPED1/FKBP5/CELF2/IFITM1
Neu_05_ELL2,SAMSN1/C5AR1/NAMPT/BASP1/S100A9/G0S2/PLAUR/IFITM2/ACSL1/ELL2/TREM1/S100P/SLA/SRGN/CEBPB/SLC11A1/S100A12/AQP9/PROK2/MXD1/IL1R2/RNF149/FPR1/CD55/CLEC4E/IRAK3/TMCC3/CXCL8/S100A8/FTH1/CMTM2/CPD/SLC25A37/PHACTR1/RGS2/BCL2A1/CSF3R/LITAF/PTGS2/VNN2/SAT1/IVNS1ABP/SYAP1/SMCHD1/RILPL2/IFRD1/ABHD5/USP10/PRKDC/FRMD4B
Neu_06_PTGS2,PTGS2/CXCL8/G0S2/PROK2/PLAUR/NAMPT/BCL2A1/C5AR1/OSM/IL1B/SRGN/FTH1/PHACTR1/AQP9/LITAF/BASP1/IVNS1ABP/TREM1/RGS2/GLUL/CMTM2/FPR1/MXD1/IFITM2/FCGR3B/CSF3R/SLC25A37/DUSP1/CXCR2/HCAR3/MNDA/VNN2/TNFAIP3/PLEK/TRIB1/PPIF/CD55/CEBPB/ICAM1/CPD/ACSL1/CXCL1/NFKBIZ/IL1RN/LCP2/PTPRE/TAGAP/NR4A3/GPR65/IFRD1
Neu_07_APOA2,G0S2/CXCL8/APOA2/C5AR1/NAMPT/FCGR3B/PLAUR/CMTM2/BCL2A1/S100A9/LITAF/TREM1/AQP9/SRGN/IFITM2/FTH1/CXCR2/CSF3R/BASP1/FPR1/MNDA/MXD1/PROK2/PHACTR1/PTGS2/GLUL/TNFAIP6/APOC3/RGS2/ALB/ACSL1/SERPINA1/OSM/CXCL1/SLC25A37/CEBPB/IVNS1ABP/PLEK/GCA/CD55/APOA1/RNF149/TRIB1/RBP4/AMBP/APOB/APOH/FABP1/PPIF/SAMSN1
Neu_08_CD74,PI3/C15orf48/G0S2/CXCL8/PPIF/PHACTR1/BCL2A1/ALOX5AP/FTH1/IFITM2/FCGR3B/FCER1G/HCAR3/CMTM2/H3F3B/S100A9/S100A11/SRGN/NAMPT/LITAF/TREM1/MCEMP1/IER3/SLC25A37/LST1/PLAUR/AQP9/MXD1/BRI3/SLPI/TNFAIP6/IFITM3/PLEK/CEBPB/GLUL/OSM/MAP1LC3B/ASAH1/GK/VEGFA/LCP2/ICAM1/TRIB1/CCRL2/CCL3L1/KATNBL1/ZNF267/GBP1/ZFYVE16/CCL4L2
Neu_09_IFIT1,RSAD2/IFIT3/IFIT2/C15orf48/ISG15/G0S2/IFIT1/CXCL8/TNFAIP6/FCGR3B/BCL2A1/OSM/PHACTR1/FTH1/NAMPT/IFITM2/SAT1/H3F3B/LITAF/IFITM3/PLAUR/HCAR3/PPIF/IER3/CCL3L1/AQP9/MXD1/FFAR2/ALOX5AP/CCL4L2/MX2/GBP1/MX1/ICAM1/IFI6/PLEK/HERC5/CXCL1/PTGS2/IL1RN/CCR1/TAGAP/TNFSF13B/LCP2/CCRL2/PLAU/HES4/VEGFA/GBP5/TNFSF10
Neu_10_SPP1,C15orf48/PI3/CXCL8/G0S2/FTH1/BCL2A1/PHACTR1/CCL3L1/NAMPT/S100A11/IER3/SPP1/BRI3/ALOX5AP/NFKBIA/CEBPB/FCER1G/PLAUR/VEGFA/SLPI/PPIF/MCEMP1/KRT19/CCL4L2/TNFAIP6/TREM1/CXCL1/HCAR3/ASAH1/CCRL2/OSM/SPINK1/MAP1LC3B/NSMAF/SLC25A37/BNIP3L/CD83/MXD1/KRT18/DDIT3/UBE2B/CYSTM1/EGR1/IVNS1ABP/ATP6V0B/KATNBL1/LGALS3/LCP2/SNX10/ERO1A
Neu_11_CCL4,CCL3L1/CCL4L2/C15orf48/CXCL8/PI3/CCL3/G0S2/CCL4/IL1B/PHACTR1/BCL2A1/IER3/TNFAIP6/NFKBIA/IL1A/FTH1/NAMPT/ALOX5AP/PLAUR/OSM/CD83/PPIF/ICAM1/TNFAIP3/FCER1G/CLEC4E/CEBPB/AQP9/CXCL1/CCRL2/CXCL2/VEGFA/LITAF/OLR1/KDM6B/MXD1/PLEK/EGR3/IL1RN/TNFAIP2/NFKBIZ/BRI3/EGR1/PTGS2/SLPI/TANK/LCP2/ARL5B/PLAU/CCL20
DC_01_CLEC9A,CPVL/CST3/HLA-DPB1/HLA-DPA1/HLA-DQB1/CLEC9A/LGALS2/CD74/HLA-DRA/HLA-DRB1/SNX3/HLA-DRB5/C1orf54/HLA-DQA1/IDO1/IRF8/CPNE3/WDFY4/HLA-DQA2/LYZ/RAB7B/RGS10/SHTN1/C1orf162/CADM1/HLA-DMA/DNASE1L3/MPEG1/GSTP1/BATF3/TACSTD2/FGL2/S100A10/NAP1L1/CTSZ/XCR1/PPA1/S100B/PPT1/LSP1/TMSB4X/CCND1/GPR157/RAB32/HLA-DMB/TSPAN33/SLAMF7/NAAA/CLNK/TXN
DC_02_CD1C,HLA-DRA/HLA-DPB1/CLEC10A/HLA-DQB1/HLA-DQA1/HLA-DPA1/HLA-DRB1/CD1C/CST3/HLA-DRB5/HLA-DQA2/FCER1A/CD74/GPR183/AREG/LYZ/LGALS2/HLA-DMA/CPVL/IFI30/HLA-DMB/MS4A6A/CD1E/C1orf162/CTSH/JAML/CD86/GPAT3/GRASP/HBEGF/FCGR2B/CSF2RA/NR4A3/FGL2/CIITA/RNASE6/ITGAX/PLD4/INSIG1/SAMHD1/PPA1/TYMP/COTL1/MAT2A/SGK1/ARL4C/CEBPD/SDS/HERPUD1/ATP1B3
DC_03_LAMP3,CCL19/TXN/BIRC3/CCR7/MARCKSL1/IDO1/FSCN1/LAMP3/CCL22/CXCL9/LGALS2/EBI3/CD83/PPA1/HLA-DPB1/CCL17/NUB1/DAPP1/RASSF4/HLA-DQA1/GPR157/HLA-DRA/GPR183/CSF2RA/DUSP5/KIF2A/HLA-DQB1/TNFAIP2/LSP1/ID2/POGLUT1/GSTP1/CD40/TUBA1C/HLA-DPA1/CD74/MGLL/BASP1/CTSH/HLA-DRB1/MARCKS/GRSF1/RAB9A/SYNGR2/GPX4/NCCRP1/TYMP/ALDH2/RGS1/TMSB10
DC_04_CD207,S100B/FCGBP/HLA-DQB2/CD1A/CD207/FCER1A/HLA-DRB5/HLA-DQB1/HLA-DQA1/HLA-DRA/HLA-DQA2/CD1E/HLA-DPB1/CD74/HLA-DPA1/CD1C/TACSTD2/PKIB/HLA-DRB1/GSN/CTSH/NDRG2/LTB/PLEK2/HLA-DMA/AIF1/HLA-DMB/PPM1N/CST3/CSF1R/YWHAH/CAPG/C15orf48/IL22RA2/SPI1/CKLF/IL18/SERPINF1/C1QC/MS4A6A/SYNGR2/AXL/HPGDS/CPVL/CD86/RGS10/ALOX5AP/LST1/CLDN1/GPR183
DC_05_LILRA4,GPR183/SPIB/HLA-DQA1/HLA-DQB1/AREG/HLA-DRA/HLA-DPA1/HLA-DPB1/GRASP/HLA-DRB1/CD74/ATF5/PLAC8/PLD4/IFI30/NR4A3/IRF4/LILRA4/BID/HLA-DMA/PPP1R14A/SYNGR2/JAML/IL4I1/CD86/HLA-DMB/ETV3/IL3RA/CCDC50/CST3/ARL4C/HLA-DQA2/METRNL/IRF8/RAB11FIP1/COTL1/CD83/EZR/HLA-DRB5/LTB/HERPUD1/CHMP1B/REL/PPA1/SERPINB9/S100B/ACOT7/SOX4/PTGDS/TXN
DC_06_STMN1,CD1C/CST3/HLA-DRA/HLA-DRB1/TUBA1B/HLA-DPA1/HLA-DQB1/HLA-DQA1/HLA-DRB5/CD74/HLA-DPB1/STMN1/LYZ/FCER1A/GPR183/PCLAF/TUBB/MS4A6A/HMGN2/CLEC10A/HLA-DQA2/H2AFZ/TYMS/HLA-DMA/S100B/MKI67/CD1E/CTSH/AP1S2/TK1/CPVL/CD1A/CAPG/IFI30/CKS1B/CENPF/SDS/UBE2C/AIF1/HLA-DMB/TOP2A/PKIB/INSIG1/HMGB2/YWHAH/COTL1/DUT/AREG/HIST1H4C/FCGBP
ecm_myCAF,ASPN/COL3A1/THY1/SFRP2/COL10A1/COL6A3/LRRC17/CILP/GRP/ITGBL1/COL8A1/COL14A1/ADAM12/OLFML2B/ELN/PLPP4/CREB3L1/FBN1/LOXL1/MATN3/LRRC15/COMP/ISLR/P3H1/COL11A1/SEPT11/NBL1/SPON1/SULF1/FNDC1/CNN1/MIAT/MMP23B/CPXM1/FIBIN/P4HA3/GXYLT2/CILP2/P3H4/CCDC80
detox_iCAF,ADH1B/C7/CXCL12/TNXB/RSPO3/DCN/C16orf89/GDF10/PAMR1/FXYD1/ZBTB16/SLIT3/HSPB6/IL6/FBLN5/OGN/PLA2G2A/CHRDL1/CYGB/FGF7/PI16/PLAC9/WISP2/PTX3/CCL2/CXCL3
IL_iCAF,ITM2A/CXCL12/FIGF/FXYD1/PLPP3/TNFRSF10D/CTB-92J24.3/LAMC3/C7/ZBTB16/CAPN6/SCARA5/DLK1/MEG3/TAC1/THUMPD3-AS1/GMFG/CYGB/CCL8/VCAM1/FMO2/FBLN5/COLEC12/PDGFD/GADD45G/SNAI1/LSP1/CCL2/IL6/PTGS2/NR2F1/F10/CEBPA/KDM6B/PID1
TGF_myCAF,CST1/LAMP5/LOXL1/EDNRA/TGFB1/TGFB3/TNN/CST2/HES4/COL10A1/ELN/THBS4/NKD2/OLFM2/COL6A3/LRRC17/COL3A1/THY1/HTRA3/TMEM204/SEPT11/COMP/TNFAIP6/ID4/GGT5/INAFM1/CILP/OLFML2B
wound_myCAF,SFRP4/CCDC80/OGN/DCN/PTGER3/SFRP2/PDGFRL/SMOC2/MMP23B/CPXM2/COL14A1/ITGBL1/WISP2/CILP2/COL8A1/GAS1/COL3A1/OMD/COL11A1/CILP/NEXN/ASPN/RARRES2/FIBIN/TMEM119/KERA/ID4/GRP/COMP/DPT/ELN/FBLN2/IGF1/IGF2
IFN_iCAF,CCL19/VCAM1/RBP5/CYP1B1/C7/TNFRSF4/CXCL13/CXCL9/CCL2/IL34/ABI3BP/CYP7B1/F10/COLEC12/CXCL10/EMILIN1/GGT5/EGFLAM/PLXDC1/CXCL11/CCL8/CXCL3
CAF_S1,LAMA2/SFRP4/PDGFRA/LRRC15/GREM1/SFRP2/KIAA1462/DCN/CPXM2/PTGFR/WNT2/ADAMTSL1/FBLN5/DPP4/P4HA3/CCDC80/PRICKLE1/GALNT12/ABI3BP/GALNTL2/RSPO3/LOC100288077/PODN/CHRDL1/CILP/PRDM6/CCL11/CAPN6/PDGFRL/PTGS2/SEMA3D/DPT/NOX4/ZFHX4/EPYC/DCHS1/DNM3/COL6A6/CPZ/FLRT2/NEGR1/BMPER/LOC255480/CXCL12/HTRA3/DIO2/TNNT3/COL6A3/KCNK2/KERA/COL11A1/STMN2/SYNDIG1/ISLR/COL10A1/ADH1B/OMD/GAS1/PTX3/FLNC/SPON1/CST1/CNTN3/COMP/CD177/MFAP4/LSP1/F13A1/PLA2G2A/GDF10/UST/FHAD1/OGN/LIPG/SORCS2/FGF7/ABCA9/WISP2/BEND6/ADH1C/GRIA3/FAT4/FNDC1/SCARA5/IGFL2/KIAA1199/PI16/LOC728640/C3orf55/AOX1/CLCN4/HS3ST3A1/TMEM176B/CST2/FBN1/GXYLT2/FGL2/GABRB2/COL3A1/SLC1A7
Normal_Fibroblast,ACACB/ACSM5/ADAMTS5/ADRB1/AGTR1/AKR1C4/ANKRD20A4/ANKRD31/AQP7/ARHGAP6/ASPA/ATOH8/ATP1A2/ATP8B4/BMP5/C1QTNF7/C4orf32/CA3/CAB39L/CADM3/CCDC69/CD14/CD34/CD36/CDH6/CDHR3/CDHR4/CHRDL1/CIDEC/CLEC3B/COL21A1/COX4I2/CTSG/CYP21A2/CYP3A5/CYP4B1/CYP4F12/CYP4X1/DACT2/DGAT2/DGKB/DNASE1L3/DPY19L2/EBF2/EBF3/ECM2/ESAM/F10/FAM162B/FAM180B/FBLN5/FHL5/FNDC5/FRMPD1/FZD4/G0S2/GDF10/GHR/GPD1/HBA1/HBA2/HBB/HBD/HIGD1B/HRCT1/IL33/KANK3/KCNA2/KCNAB1/KLF2/KRT222/LIFR/LMO3/LRAT/LRP1B/MLXIPL/NEGR1/NOVA1/NPR1/NPY1R/NTN1/NTN4/PCOLCE2/PGM5/PID1/PLIN1/PLIN4/PPARG/PPP1R1A/PRG2/PXDNL/REEP1/RET/S1PR1/SCARA5/SCARF1/SCN4A/SCN4B/SDPR/SEC14L5/SEMA6C/SERINC4/SGCA/SH2D1A/SLC16A12/SLC19A3/SLC1A2/SLC2A4/SLC7A4/SLC8A1/SMOC1/SPAG17/SPRR2F/STEAP4/TCF7L1/TEF/TNMD/TNNT3/TNXB/TPSAB1/TPSB2/TRHDE/VIPR1/VIT/VSIG10L/VWF/WDR17/WNT11/ZDHHC11/ZNF304/ZNF839
